model,hidden_dim,dropout,lr,val_accuracy,normal_f1,hatespeech_f1,offensive_f1,macro_f1
BiLSTM,128,0.5,0.001,0.6183382985766303,0.6682188591385332,0.6718426501035196,0.46705805609915196,0.6023731884470683
